Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
1/06/2016,0,71,22,12,57,170,102,45,31,44,8,6,7,3,4,104,140,62,29,69,159,117,0,147,43,95,58,8,46,106,36,8,7,20,31,10,281,23,116,16,56,40,20,113
1/06/2016,1,44,13,3,18,118,69,46,22,21,7,1,1,1,1,39,80,18,29,67,85,24,0,84,11,78,14,5,22,67,8,3,2,21,3,5,151,2,40,5,25,17,6,28
1/06/2016,2,44,10,1,10,69,40,22,7,11,2,2,3,0,0,59,22,10,7,42,54,6,1,112,9,68,10,2,9,57,10,0,6,1,3,7,127,5,35,4,16,11,11,0
1/06/2016,3,13,9,0,7,34,38,27,9,5,5,11,0,0,0,55,26,12,4,25,26,15,9,56,2,21,8,1,30,53,3,9,7,0,8,6,99,0,26,3,11,5,2,0
1/06/2016,4,15,14,8,2,43,25,29,28,13,3,71,1,0,3,34,38,29,3,38,23,21,12,33,29,23,6,0,46,25,5,5,6,9,3,0,103,4,24,9,11,1,0,0
1/06/2016,5,25,97,34,135,78,55,36,22,20,69,44,8,0,41,102,220,89,76,75,140,186,47,43,56,17,6,9,97,34,17,12,17,14,12,12,281,12,48,30,19,11,8,0
1/06/2016,6,64,260,190,715,161,156,80,63,108,473,103,71,15,145,293,824,246,188,127,456,705,235,125,234,24,22,20,310,65,26,103,69,105,44,13,628,68,200,118,41,41,21,0
1/06/2016,7,292,836,758,2312,354,471,386,264,434,1425,307,153,10,247,906,1741,503,522,232,1229,2016,704,176,553,73,53,74,891,212,125,230,176,215,233,59,1684,227,580,304,76,85,52,0
1/06/2016,8,656,2000,1797,5061,743,995,816,575,927,2840,641,273,29,342,1757,4092,1309,1052,456,2330,3787,1547,307,925,166,109,159,1753,325,183,495,285,548,632,132,3300,721,1428,572,226,242,125,0
1/06/2016,9,638,1319,1030,2707,775,1101,885,602,927,1567,439,127,17,225,1186,2010,498,377,560,1564,2496,931,369,584,186,128,108,1062,271,149,387,214,487,519,130,2625,564,975,371,275,308,173,0
1/06/2016,10,739,955,501,985,930,1420,1205,935,1087,496,241,105,13,154,915,1020,347,266,561,1343,1625,585,395,489,300,208,112,875,388,190,180,151,324,449,156,2493,650,992,303,241,280,143,0
1/06/2016,11,1021,705,443,833,1404,2117,2019,1553,1328,449,196,110,33,163,1148,1145,406,361,629,1619,1433,655,533,510,586,390,133,1180,492,245,199,209,301,460,187,3244,659,1340,388,337,282,156,0
1/06/2016,12,1721,1604,639,1163,2603,3120,3343,2673,2188,1012,643,376,87,559,1435,1862,539,705,1210,2454,2237,1070,1451,831,1124,726,215,1200,1109,352,381,292,863,913,362,4034,1139,1844,645,401,411,212,0
1/06/2016,13,1759,1526,713,1372,2566,3421,3843,3182,2304,1049,503,400,125,507,1720,2079,658,881,1230,2613,2224,1007,1410,954,1084,635,201,1393,1012,397,366,333,965,961,385,4377,887,1934,807,516,430,217,0
1/06/2016,14,1563,873,480,1000,2113,2976,2918,2296,1670,672,375,163,46,229,1360,1746,529,432,724,2309,1768,665,811,756,985,436,152,1139,662,307,273,195,456,582,181,3983,591,1686,654,403,364,185,0
1/06/2016,15,1583,734,553,1227,2161,2914,2890,2192,1359,873,312,145,33,247,1509,1804,572,453,676,2389,2139,565,757,708,938,467,153,1271,637,327,327,188,282,466,198,4184,818,1703,673,643,365,173,0
